processed_text,score,sentiment
the app is not opening,1,neutral
such great app,5,contento
worst app experience ever tried to login for several day still it show a server error never going to install this,1,insatisfecho
constantly raising price without providing anything more to justify it,1,neutral
i have logged out from netflix at least like 2 month ago but even if i have signed out netflix is cutting my payment every 1 week i have tried to sign in and then sign out but this is still not working please fix this issue and dont deduct,2,negativo
it is time to cancel membership due to the increase we have watched a lot of movie and enjoyed them however the amount of foreign movie ha gotten out of hand and with an increase i refuse to continue,2,contento
main issue there is a yellow dull tint whenever a video is played this happens in different phone ive checked secondly should have an option to toggle video quality while streaming,1,negativo
i love netflix and nice view good,5,contento
poor service from netflix not worthy waste of money not good movie seen old fashion movie are in only 2 or 3 movie are good for trap,1,insatisfecho
ok kaayo,5,positivo
netflix a an app ha a reasonably good experience they just keep raising their price,2,contento
i really enjoy watching cartoon from my childhood and this app ha many of them there is a bug that continues the movie or show you are watching when you put your phone in sleep if you dont close it or the app i really want that to be fixed,2,contento
price going up again original content going down again my household member arent even allowed to access the service while away at school im paying for four screen but cant view more than four it time to say ahoy to free alternative,1,contento
cinancel membership ko na nag pa membership parin mag isa ampota refund my e wallet thats my last money,1,negativo
two month after you move to a different country netflix will decide that your preferred language no longer matter to them and you ought to have learned the local language already a they no longer offer you subtitle in your preferred language i have 5 other subscription and no other,1,insatisfecho
raise price again ive been a subscriber since the beginning finally canceling,1,neutral
and now there no recent playing column for android app whats going on is this why we pay for,1,negativo
sq ga s2,5,neutral
i keep having issue on my s24 where the video wont play with the audio ive uninstalled multiple time and forced stop and even downloaded video it happens every time i watch something will delete the app and cancel my membership if it continues,1,enojado
i couldnt open my netflix for 5 day now since january 18 it always crashing i wa watching a movie and then when i opened again to continue watching it wont open again i never had problem like this for a long time it so disappointing,1,insatisfecho
everyone want money in different way for registration money want download money everyone is like begger,1,positivo
your top level people make billion stop raising the price on working american cancelled edit that doesnt matter to me the app is super busted right now,1,positivo
not working at my lenovo y700,1,neutral
keep saying not part of household when i am and unable to fix it,1,neutral
always raising the price it ridiculous,1,negativo
okeee,5,neutral
nice movie,5,positivo
price increase have me ready to cancel,1,positivo
i dont like it,1,negativo
have used it for so long but it work good with me,5,contento
cant share acc with my close relative,1,negativo
you need to pay 1000 r and they said that it only cost 140 r,1,negativo
poor quality app i purchased plan for tv and phone but after some time netflix not working in my phone but in tv it work well when i pay for both tv and phone then why it not working on my phone never expected that kind of low standard in,1,negativo
awesome that theyre constantly raising rate so they can put like live wrestling and endless reality tv on here real value for the money,1,contento
freezing show with sound only netflix act like it your device when you have watched thousand of other show with no issue but certain one do this,1,positivo
i dont know but after this update i cant stream anything it just black screen and stuck,1,negativo
this is a helpful app because i watch my favourite movie,3,positivo
love netflix i had this one before and im glad i got it back,5,contento
app keep stopping now a day,3,negativo
overally expensive and now theyre raising the price to 25 a month pathetic there barely anything worth watching on it anyways,2,negativo
i had a separate profile from my family member for a reason it actually really irritates me that my list is now jumbled with other people and none of the show im watching are in my continue watching list it all other people too if i wanted to know what,3,negativo
the problem is sign in it should having google account sign in option by clicking logged accountanyway bad app for sign in it ate whole time for it,1,insatisfecho
this update keep crashing please fix it i cant use my netflix app since i updated it,1,positivo
save your money definitely not worth it the show suck nothing new or worthwhile,1,positivo
sometimes it allows me to login sometimes it say youre logged out sometimes it say too many device while ive only two device logged in no clear information on why im being asked to sign in,1,negativo
worse app no good movie to watch no good webseries to watch it just waste of money,1,enojado
why isnt any video loading apart from trailer i cant watch anything this service is not expected,1,neutral
i am not able to see the play button of movie or series please check,2,contento
i cant login why,5,neutral
good app for watching movie,5,positivo
i cant watch some seriesmovies of the catalogue because it doesnt appear for example ranma or dr stone before i could watch any series normally the continue viewing list doe not appear either no puedo ver algunas series del catlogo porque est no aparecen directamente por ejemplo ranma o dr,5,negativo
app acha hay par masla ye hay ke new movie bhot late ati hay,5,neutral
kool,5,neutral
so sorry,5,negativo
household rule are flawed in today time we all live in different city the system therefore will never consider me part of the same household,1,negativo
keep on loading and my internet is fine plus it give ad when you still pay for it,2,positivo
netflix household,1,neutral
finallyi can watch the squidgame season 2 excited,5,positivo
video not open loding problem wasted my money,1,negativo
price are ridiculous no enough show,1,insatisfecho
keep force close,1,neutral
i dont like how i wast more time looking for something to watch then watching a movie or a show,3,negativo
app is ok but service is bad,1,insatisfecho
unreasonably expensive,1,neutral
i love the app it is great my only problem are that you cant cast to a tv without a subscription and that the ad are constantly popping up every 10 minute also add tokyo ghoul please,4,contento
while the are you still watching feature can be turned off we want continuous play without being interrupted by this prompt when unanswered playback stop after a set time which is frustrating need to change additionally netflix should add more preference option a the thumbsdown algorithm doesnt work well for,1,negativo
iqm using this app who wa very great ful app,5,contento
do not raise your price if you raise your price you will lose u all a customer many other apps are free or less than 1499 if you raise price again i will teach everyone on social medium how to watch all the movie for free and tell them you,1,contento
i am in new york and have to pay tax because you added game that i dont even fg play there should be an option if we want the game we pay more if we dont we dont need to pay more just the money grab by a greedy company,1,insatisfecho
so less movie and series to watch amazon prime are better,2,contento
moulaali,4,neutral
3 price hike in a year this is ridiculous after being a subscriber for over a decade im out the idea of paying for streaming is to offset the absence of ad yet now i have to pay for streaming and the ad if your show are good enough to,1,neutral
there are way too many option out there to keep paying netflix more and more you thank 19 million new subscriber with another price hike they jack up price on a whim anymore it been mere month since their last increase discussing when we will cancel in my house,1,positivo
ham jise gareeb longo ke liya he hii nahi,1,neutral
i try to watch netflix and all i get is a black screen and then it go off and im paying every month for nothing,1,neutral
well everything you need is here no more stressing find your entertainment,5,contento
im not paying for something that wont work,1,neutral
good thats all i got,5,positivo
update for some reason the audio and subtitle option are all screwed up for me i could have english audio w no subtitle selected and then spanish subtitle appear for example also how is it that in this day and age there exists a leading video app that still give,2,insatisfecho
for some reason netflix seems determined to roll in this stupid household plan thing despite everyone universally disliking it genuinely sad because it just make the app impossible to use for college student like me,1,negativo
raise price consistently seems like every year it will go up again once in a while is understandable ive had the top tier since launch with the physical dvd i will be canceling my subscription at the end of the month not worth it,1,positivo
a lot of time when im watching the episode pause and the audio still go our it glitch which make me annoyed,3,negativo
ive no cast button on main screen,4,negativo
i tried to make an account a my usual one wa not working so after giving me issue with my old account the app refused to allow me to make a new one it caused me nothing but trouble and will be getting deleted,1,contento
so not only is netflix not allowing you to share now but you can only have two screen i already pay the upgraded price thats crazy youll be losing my business,1,insatisfecho
it fair,2,positivo
my netflix account used in mobile phone poco f1 there is no problem when i sign in my new mobile samsung s23 faced some problem netflix app automatically closed when i using this account,1,negativo
why doesnt netflix ever put good new movie your recent added is a bunch of old movie i can watch on tubi for free like dont yall take some pride and not want to be out done by a free app,1,contento
update the show,5,neutral
stop removing show i will literally sue you f you,1,negativo
i luv it,5,neutral
password correct but cant logintoo many attempt while we barely even loginpls fix it,1,neutral
i dont know whats changed but netflix keep stopping and restarting ive tried on my tv and phone and not on the same wifi still an issue it been doing this for a couple of month now not worth the app increase,1,neutral
no longer work on my phone pixel 7a just get device failure 503 1029 app ha been stopped storage cleared and reinstalled work from chromebook,1,insatisfecho
netflix is becoming a joke with their overpriced plan and yet another increase a profit are already up,1,contento
too expensive period,1,neutral
another price increase announced while good content continues to disappear if 17mo happens im cancelling immediately,1,positivo
good platform to watch all sort of drama series etc,5,positivo
doesnt let you delete the app,1,neutral
want it all but cant handle a little they want big boy event but cant handle the heat now they want to raise price with no proof they are worth the current price,1,neutral
5011209 this app never load on my phone i have reset my phone restarted it cleared the storage ive done everything i can think of i used this error code on the webpage and i couldnt find it i dont understand sometimes it pop up on my tv why am,1,negativo
good watching,2,positivo
it dose not work,1,neutral
ad bruh,1,neutral
another price increase greed 100 greed you report surging revenue and have over 300 million subscriber in 2024 now youre fleecing the lower class even more than you already do along with everyone else all the while the quality of the content you put out is subpar at best without,1,neutral
another price hike i have been a subscriber since the launch of netflix this wa really the last straw good bye,1,positivo
i cant even use my wife login for netflix,1,neutral
im giving it 2 star because game have been added to the app where they are the first thing advertised and i along with many others are not interested in game theyre in the way and you cant click on anything like im not interested in order to remove them,2,positivo
itana ghatiya aap hai is pe kuch bhi hindi dubbed me nahi milata hai kam se kam korean drama to hindi me dedo,1,neutral
netflix youre getting enough money from u the least you could do is offer a full screen option for everything,2,neutral
one star from me too because the app keep crashing too many cancelled tv show and constantly rising price didnt help but at the very least you can have a working app,1,negativo
pretty good but it keep saying i am using vpn when i am not limiting the movie i can watch which is no annoying,3,contento
ive had netflix for 15 year straight 2499 month is hilarious,1,contento
always load so slow,1,neutral
app keep closing wont open,1,neutral
unusable notification i do want to be notified of thing i mark i do not want notification of random garbage i have no interest in why am i paying for video game,1,negativo
this app is too much good for me and also very usefull for me and i hope that uh all have this thing i just love tha kdramas in this app i am not joking but this is the first i have taken the subscription literally this wass tooooo gud,5,contento
i think i have money,5,neutral
i can watch it any where,5,neutral
lovely app,5,contento
recently just like many others here have complained my screen would suddenly go dark a if my network wa cut off but the audio keep playing and i can see the subtitle so what exactly is the issue,2,positivo
everything else run in the network except netflix show freeze buffer unlimited i m tired of this i have to restart everytime i have to watch something do something,1,negativo
geart,5,neutral
love this app,5,contento
were bad not solving my problem,1,insatisfecho
netflix took my money did not give me the subscription,1,neutral
i pay over 16 a month but cant cast live event make no sense if im paying i should be able to watch how i always have,1,negativo
nice i fixed it,5,positivo
app crash please fix with update have a samsung s22 fully updated uninstalled app can use it if i download it again but then when i close the app it cant be opened again cleared the cash nothing help please fix this netflix i love your service,1,positivo
nice,5,positivo
it is so good,5,contento
i canceled the account and received message i would not be charged anymore and still trying to get money from card,1,positivo
still getting billed although i cancelled the subscription a month ago and i cant call or talk thru live chat,1,negativo
netflix is a unique and i love it that i could not even imagine a day without it on,5,contento
arefinreshadyf,5,neutral
i am having difficulty to work with netflix app in my pixel 8 it is not working at all in my device since very long time i have tried troubleshooting every solution recorded with the netflix page,1,positivo
it hi quality good rendering in limit of amazing,5,contento
sign in make wrong and make miskate,1,negativo
everytime login issue and video streaming error,1,negativo
dear netflix the app and content is really good but please resolve the error of your device is not part of netflix household for once after every few day we have to face this issue,5,contento
work great on other tech like my xbox or tv and there a lot less ad then you would think but it doesnt seem to work on my chromebook i just get a black screen everytime i open it please fix it,3,contento
i can not even use the app now on my tablet when it wa working fine few day ago reinstalled update after data clear helped,1,contento
new update doesnt even open it crash,1,negativo
ibad king,5,neutral
when you search for series and watch there is no next episode button sometimes series i start to watch dont come up in countinue watching section if i found the series from a search bar,1,negativo
this is the first time i am writing a review on something i never did that but the netflix app make me so disappointed that i have to write a review i am not being able to download video in my mobile app and when i uninstall this app and,1,insatisfecho
i am already paid my subscription but it show my payment is pending whats going on your service,1,neutral
please dont change the original title especially to malay and indonesian film thank youuuuu,3,positivo
it show problem playing video,3,negativo
i like the movie and this is the best movie app,5,contento
everytime i open it after update it force close and i have to clear data my device is android and it doesnt happen at my fam device apple,3,positivo
199 recharge fraud netflix,1,insatisfecho
is good better then other apps,4,contento
i dont know why netflix app stopping and keep closing tried reinstalling multiple time but still the issue exists,1,negativo
wont open on honor x6,1,negativo
i cant download movie i want,3,positivo
feature ive been requesting for yearsss speed adjustment for smart tv viewing show blocking filtering based on genre permanent not by search country of origin of the show specification of maturity rating for example block 18 show that feature violence sex but allow 18 show with profanity inapp showrequests,2,negativo
plz fix the problem why always show loading when the other apps are running,3,negativo
i love netflix but it ha a limit to what and how much you can download,4,contento
netflix is not bad but i think they could do better im tired of old movie and cartoon just please update the movie and anime and cartoon,3,contento
worst app in the playstore,1,insatisfecho
i wa watching legacy now i cant find it anywhere on the app,3,neutral
cant uninstall the damn thing dont need it dont want it,1,positivo
meow,5,neutral
it play video only in horizontal mode but i dont want to watch netflix horizontally it ha no option to watch it vertically,1,positivo
get rid of the game ad,1,neutral
try to fix the blackout bug bro really i can give u 5 star for it,3,neutral
when i go to japan there is no choice for english sub just because im in japan doesnt mean i suddenly understand japanese,1,negativo
this is my favourite app,5,neutral
i cant watch my downloads,1,neutral
trash and suck too overrated crash alot like alot and recently it ha been deleting movie and way too pricey i recommend prime video or loklok just not this but if you want to waste money so you can watch your favorite movie again but it actually got deleted this,1,positivo
this wa amazing netflix,5,contento
no new good series and movie in netflix from the last 30 day feel bore,3,insatisfecho
it is a good streaming app ha a lot of good tv show and movie but one major thing that i find annoying is i cant set the video quality that i want to watch in like youtube it automatically assess the strength of my internet and mostly play it,3,contento
this is wow,5,contento
thats very high price,1,neutral
i want to update,5,positivo
really my favourite entertainment platform netflix,3,positivo
hard to sign up,1,negativo
wasted my money almost all the movie i want to watch arent here like rocky 15 jurassic world john wick 34 and more like it doesnt have the movie im looking for,2,negativo
i cant open the app when i want to open the app it disconnect me i cant binge watch ninjago dragon rising on my phone anymore,3,positivo
so bad,1,insatisfecho
i love netfix it so cool,5,contento
ugh netflix say im wearing a vpn or proxy but i didnt i give you 5 stary because i spend my money,5,negativo
very nice aap,5,positivo
app is not opening,1,neutral
it again n again stopped working,1,negativo
loved it,5,contento
man not being able to watch raw or multiple show on the app when i pay 20 plus dollar a month is ridiculous,1,negativo
this is useless i cant even sign in,1,negativo
i love this app,5,contento
hello netflix is not starting in my phone what is the issue kindly solve oneplus 13 check and reply a fast error showin error500,1,positivo
app is not working properly getting crash all the time when i open the app,1,negativo
loved it,5,contento
do not buy netflix horrible experience after 2 year of paying for netflix starting november 2024 they only allow me audio but no video terrible netflix customer service and netflix wa unable to help me fix the video issue so they want me to pay for audio only basically zero,1,contento
some movie or series which are in hindi on other apps are not in hindi on netflix what is the benefit of taking subscription there are many movie and series the company should think about this,1,positivo
thanks again for your time and consideration,5,positivo
ideal for family entertainment,5,contento
i using this for 3 month however it doe not offer so much thing a i think for example i am watching an anime that not realized not fully but i can fing unrealized episode in other site with same quality for free it is hurting because if i want,1,positivo
pls bro audio subtitle give tamil also pls i am one year plan take india haveing tamil speaking also pls i request you add tamil language also all websereas also,4,positivo
not gooddd,1,neutral
good for long trip and holiday on the new 12 radio in the car for thekids,5,contento
garbage at doing muchtons of non original and other language stuff not saying that stuff is bad but in america do better also next episode and feature of that nature are just bad but i guess when you started in first place and now are near the bottom of streaming,1,negativo
just subscribed earler today and it work fine on the computer no complaint there then browing it feel like there way less content than before massively less now i find out i cant even cast from my phone to tv because im on the cheaper tier with ad this is,1,contento
just installed the app and it doesnt work in my phone,1,neutral
can not disable game,1,neutral
best ever entertainment stuff,5,contento
crash after updating,1,negativo
great movie and awesome series i cant stop watxhing,5,contento
please resolve the issue too many log in attempt plea try again letter even the password or user name is correct please resolve this,1,contento
love the movie and s erie,5,contento
best for kdrama and cdrama i like it,5,contento
ha a wide range of show and movie with new one every month or so the only problem is i often encounter technical issue and crash when using it on mobile device otherwise it great when using it on the tv,4,positivo
horrible service,1,insatisfecho
this apps it so amaizing,5,neutral
the most universal and high quality movie watching application with paid or free version for all hd quality product,5,contento
app just crash im just using it this morning but when i opened again this afternoon i can not open it and say could not reach netflix service had to uninstall the app including all my downloads,3,negativo
cant even use the app doesnt work paying 20 a month to use this useless garbage is insane,1,insatisfecho
it wa ok with netflix i love it,5,contento
it have a movie that actually fun but it have a payment and have to pay it,5,positivo
the new price is b and fix the drive to survive episode they are all out of order and dont have number please,1,negativo
i downloaded app watched an episode of wwe now it say my device wont play this now not even old episode it the new samsung model what the hell wont even recommend netflix for sportinglive event will be canceling soon,1,enojado
i rated this low just based on customer service when an issue happens all they can say is it not our fault but it is our fault,1,insatisfecho
today is say sorry we could not reach the netflix server whats going on i paid it and now i can open it,1,negativo
after last update it doesnt start,1,neutral
app is not working for many day cant open it it ultimately close,2,neutral
one of the best app for movie and web series i love it,5,contento
update i am trying to watch the connors but have no sound on any of the episode the other stuff so far that i have watched on netflix ha had sound just not the connors please fix this i love this app and am very much happy with it the,5,contento
veri good,5,positivo
the video on wwe tonight suck it cost me money to have this app and it hasnt been working very well lately the quality of the video suck and yes i went into my setting ive been watching movie just fine on this app but tonight quality of the picture,2,neutral
fn dumb got it just for raw but these commercial are 3 min why tf am i paying for ad so dumb take our money just to make more for your self kinda thinking bout cancelling,1,enojado
cant login chat is too busy try again later,1,neutral
can u try to put dragonball anime on and put the rest of talking tom and friend to and naruto,4,positivo
1 star because game that i have zero interest in are all i see when i open the app let me remove them or put them in their sectiontab,1,positivo
cant uninstall,1,neutral
nunca encuentro lo que quiero ver,1,neutral
too many trouble operating need to fix it stop alot while watching downloaded shoe,1,insatisfecho
only a corporation would come up with the idea of paying for a streaming service and still give commercial i get the idea away but this is literally the only app that if you dont pay enough for you get to watch ad,1,positivo
i dont like old movie all the time yall repeat them and alot people already seen alot of movie yall put on here,5,negativo
using a mobile device to watch netflix on a tv isnt available with an adsupported experience to use your mobile device to watch netflix on your tv youll need to change to an adfree plan boooooooo,3,neutral
good useful,5,contento
i want the last season of evil and dexter on here and i want a new season of archive 81as well otherwise love netflix,5,positivo
best app ever,5,contento
i dont know after downloading a movie i cant actually watch is say chargement,1,neutral
okay,5,positivo
wont load half the time not worth having,2,negativo
it good cam i free merchandise,5,contento
usually great,5,contento
netflix wont let me livestream from my phone no issue with peacock or sling but apparently netflix ha issue,1,positivo
been trying to watch live wwe by screen casting from my phone to my tv it worked the last 2 monday 106 and 113 but now im being told that my phone doesnt support live streaming i can sign in on my tv but then i get kicked off of,2,negativo
no livestream,1,negativo
claim that my current device which is a samsung galaxy s23 ultra doesnt support livestreaming i can only watch live event on most newer device there is no new update please fix this problem,1,insatisfecho
can not stream to tv off adsupported plan it bad enough that they got rid of their basic adfree plan but this is shameful once i finish the series im in the middle of i will likely cancel my plan i wa a longtime netflix fan ive had the same,1,insatisfecho
im not sure whats happening i cant open the app or online website at all keep showing the error sorry we could not reach the netflix service 16 ive done everything on the helpdesk and nothing work i cant even cancel my account a i cant access it at all,1,insatisfecho
im getting error code16,1,negativo
ive been watching monday night raw on my phone for the last 2 week now today all of a sudden my device doesnt support live streaming i have of the newest samsung model a 23 ultra to be excat like this doesnt make sense at all,1,positivo
this app is nothing more than click bait,1,neutral
cant even watch livestream on my updated device is so ridiculous for a 2300 service,2,insatisfecho
it wont let me watch wwe live i literally had no issue last week or the week before and all of the sudden is an issue what the hell netflix i pay for this service,1,enojado
sorry we could not reach the netflix service 16 uninstalling and reinstalling doesnt work and there are no instruction after that in the support website ill be canceling my subscription if this is not resolved,2,negativo
it not working on me it go straight black,1,positivo
i wa in the middle of watching on my phone samsung 21 ultra and the audio continued but the video turned black im now getting the following error sorry we could not reach the netflix service please try again later 16 ive tried every troubleshooting tip and nothing work horrible,1,contento
have yet to try,5,neutral
say i can not watch live streaming on my device but i can on other apps,1,neutral
try to open the app and get sorry couldnt connect error 16 every single time have to go into the play store uninstall and then reinstall the app just to open it once,1,contento
i will give is zero star you are so lucky because you cant pick it next time i will tell to the word,1,contento
dont understand why people like netflix terrible app and service,1,negativo
what happen now why suddenly there is an issuecannot connect,1,neutral
my one and only favourite app,5,neutral
fix the brightness issue thats been a plague on this app since it conception i can hardly make out character face when watching on my phone or ipad no other medium app ha this problem except for you give u the option to override your b brightness limit,1,positivo
too many bug the movie stop for a second while it is talking sometimes error occurs,2,insatisfecho
horrible navigation feature i cant change my plan and i got stuck in an endless loop trying to get back to my account,1,insatisfecho
the netflix app ha not worked in month disappointed in developer for not working to clear this issue,1,negativo
very poor why cant i use this app when am overseas but you are happy to collect my money without fail if i pay to watch on two device why doe it matter to you where i watch from am now at the brink of cancelling this contraxt and save,1,contento
add uzbek language,3,neutral
i have hdr capable device yet this buggy piece of code app randomly forgets it from time to time and im stuck with sd conent hello the device hasnt changed it the same install you can verify it in dozen different way this is unacceptable because i pay for hd,1,negativo
great,4,contento
zurigillis,5,neutral
bring back password shareing,1,neutral
i love this app when i want to watch something without internet you just put it in your downloads it a great app,5,contento
absolutely amazing thank you netflix,5,contento
inappropriate context,1,neutral
the mandarin chinese series is only available in english translation and i have sent several request asking for adding the arabic translation to the mandarin chinese series or movie unsuccessfully please we need arabic translation,2,negativo
the app is good however i have faced an issue the app stop working the moment i launch it,1,positivo
keep the good work,5,positivo
bring on speed play option for led tv,2,positivo
trash customer support,1,positivo
netflix is not working in my phone apps not opening what should i do,1,neutral
one of the fckng ott it watns every month to pay u,1,negativo
bast app,5,neutral
there is so much movie to watch,5,neutral
it amazing wonderful app watching hd movie and everyday using it a,5,contento
this app is kind of irritating now after the update the movie are not playing and i uninstalled and reinstalled it back now i cant logging into the app whats happening,1,insatisfecho
wonderful so far,5,contento
i like watching movie with subtitle but lately the subtitle feature isnt working ive checked update cleared cache uninstalled and reinstalled and still not working it so frustrating paying for a service that doesnt work right,3,insatisfecho
e una basura de aplicacin cada vez peor ahora cada cierto tiempo tengo que instalar y desintalar la app por que sus actualizaciones tienen bug una porquera de app,1,neutral
like bro who doesnt give netflix 5 star netflix and it quality mama miya,5,positivo
you dont have to watch the ad so thats why netflix is the best first place for netflix,5,contento
laggy video freezing the pre buffer time is almost non existent and price keep going up let not forget to mention all the netflix original writing is horrendous and keep dropping with woke and dei,2,negativo
it is the best all type of movie is available animation and anime is also available kid show are also available netflix the best for you u and me,4,contento
fraud worst app payment issue always come dont use this app,1,enojado
i get to watch karate kid3i love johmny cade,5,contento
vry good,5,positivo
booo on raw i wa enjoying watch old episode on peacock now youve gotten raw and dont even bother to add the old content very very disappointed not worth paying for now,1,neutral
very bed,1,neutral
amazing streaming service but please make all the movie accesible everywhere hard to find a good vpn,5,contento
for the love of god let me be able to choose the resolution in which i want to watch also why doe the video suddenly stop on one frame while the audio play on,3,contento
hello i have netflix but the main account is in my country honduras and every so often the different connected device tell u that we do not belong to the home tv since we are not connected to the same network and the ip address is different the app is,4,neutral
hindi mabukasan yung app nag auto exit lagi umay,1,negativo
stop shuffling my damn save list thing i added yesterday are now all the way at the bottom this is getting really old,1,negativo
app ha been crashing for a week now cant update,1,positivo
cancelling good show cancelling warrior nun savewarriornun,1,positivo
app not responding,3,neutral
keep giving error tvqpb1015215,1,negativo
they keep removing good movie and show there not much stuff to watch anymore it all asian show mostly issue with last watched place it go a few episode back price keep going up,1,positivo
wont let me uninstall tried to contact them to troubleshoot by emailing through the contact detail on the play store and got a generic email to say try to contact them in a different way,1,positivo
horrible since the lastest update it keep repeatedly crashing,1,insatisfecho
an app for dumb poser there no ending music in evangelion there are better alternative,1,negativo
perfect app,5,contento
it nice you no join u and enjoy yourselves and make your day better,5,contento
other apps best netflix not best,1,positivo
om good,5,positivo
it is very non trendy app because it doe not have english dubbed anime in it so it wa waste of money,1,negativo
just amazing,5,contento
it requires more data only good for those with wifi internet,4,positivo
hate that i had to pay 799 to watch at my camp,3,insatisfecho
crashing 12025 not letting me open on tablet or phone,1,neutral
top service,5,positivo
the app doesnt want to work,1,negativo
i love it,5,contento
i cant download netflix reagain,1,neutral
keep crash,1,negativo
it wont let me sign up i dont not recommend,1,positivo
you have to pay and it is so anoying,4,negativo
i like this app and using it from very long time but now some drama and movie are not find on it,5,positivo
it wa very good,5,positivo
if the world wa ending i wan na be next,5,neutral
still not working since the android update cancelled subscription,1,negativo
removed lot of comedy i like,1,contento
it not opening,2,neutral
bcs you support esnotralll,1,positivo
mostly movie and anime are in regional language same content available for free on some secret apps and website in english,3,contento
it keep on crashingi cant even open the app,1,neutral
my subcription is atcive and it been more than 1 week this app is not working it frezzes while opening the app i use iqoo12,1,neutral
please add card captor sakura in philippine netflix ill do anything just to watch that damn show,4,negativo
sooo much good app,5,positivo
what happened i cant play a video at all,1,negativo
changed my plan and increased my rate without my permission and refused to revert uninstall,1,neutral
i watched ironman armored adventure after 24 hour series is not available on netflix whats hapning i paid and what i got series is not available shame on you,1,contento
i feel like there is preferense on netflix co tell me why i am paying the same amount of money and then the people abroad ha more show than u at first i thought it wa a lie until i logged into a friend account in usa and trust it,3,contento
my netflix account is not working on phonealso i have paid subscription fee,1,neutral
i love watching netfilx on my phone,3,contento
app doesnt work it keep crashing everytime i try to open it,1,neutral
learn your right,1,neutral
didnt had the movie i paid it for absolute waste of money,1,negativo
hate the mobile game adssuggestions right on the front page it sap any desire to use netflix,1,negativo
overall good but you have to add quality section,4,positivo
quick and easy,5,positivo
it getting crash again and again on my vivo mobil today,5,negativo
netflix is very good,5,positivo
great app,1,contento
netflix is the best app wow wonderful,5,contento
im being charged for this account and i dont even have netflix make that make sense to me give me my money back,1,negativo
so i have to pay when im signing in come on,1,negativo
can not connect from my samsung zfold device,1,neutral
not working in vivo iqoo mobile still,1,neutral
this app is amazing i have no issue with netflix this app is very easy to use and give a good option with customisation this streaming service ha the best show and movie and i only pay 8 dollar per month with ad i had no technical issue and i,5,contento
i find that the price of this app is gradually increasing which is costly therefore i request that you lower the price and also change the payment method if someone is under 18 and doesnt have a credit card they should be able to pay through their phone via ooredoo,3,insatisfecho
since 2 day i cant play any movie on my phone with another phone it work but on this phone no whats the problem,1,insatisfecho
i cant run it on my huwei nova 7i stuck on black screen or white screen please help,4,positivo
remove the pay no paying time,5,negativo
one of the best movie platform,5,contento
phonix,1,neutral
crash when trying to start the app,1,negativo
it excellent for use,5,contento
my device support widevine l1 but netflix show my playback specification only widvine l3 only and i pay for ultra hd and i can only watch up to 480p what a waste app,1,insatisfecho
since whatever update on 14th january this netflix app ha stopped working on my samsung phone each time ive tried to access the appit doesnt open and a message pop stating that it ha a bug and i should wait for the developer to provide a fix before the app,1,positivo
suddenly saying my device is not part of the family network,1,neutral
with right password i cant login my account fix this issu,1,neutral
network issue,5,neutral
i really like this movie i can watch anything like max and wing i like very this netflix,5,contento
booooooo,5,neutral
recently i downloaded movie but when i play it offline it bufferring or lagging i have done everythingupdated everything my phone and the appi also re install but still they same it annoys me,2,insatisfecho
i cant open my account for several day now,1,neutral
it duse say im not apart of family some time but other than that it u really good,5,contento
u took away spiderman,1,neutral
the app overriding the brightness on my phone is really annoying a i regularly watch netflix in both dark and light environment only to be blinded in the dark and unable to see my screen in the light and a far a i know there no way to turn off,2,negativo
this app is so inconvenient now cant use it when i want to i have to be home on my wifi it will not work if im anywhere but home and if i try i get locked out i dont have any issue like this with any other service i,1,positivo
the app on any android device keep closing since the update i have to uninstall and reinstall just to open the damn app fix it,1,negativo
aug 27 2023 my bill 2499 only one preson cancel march 12 2023 this app is trash overrated,1,negativo
great tryin to get on now cant seem to pay my 699 before this freeze tryin to get comfortable helpp,5,contento
kept on crashing you have to uninstall install the app to open again,1,neutral
the app is not opening say that there is a bug in the app,1,neutral
rate this app netflix,4,neutral
keep crash im my mobile and my mom mobile,1,negativo
i love this application,5,contento
is very glitch on samsung a15,2,neutral
the app is not even opening,1,neutral
i love netflix it ha been amazing ive watched squid game recently im in love the quality of this app is great hope they make season 3 of squid game soon a u can see im a big fan,5,contento
i dont know why but for the past two day this app ha been crashing whenever i try to open it a warning say this app ha bug before this update the app wa working fine,4,contento
squid game 2,5,neutral
why show arent shown at continue watching box and sometime trailer is freeze with thumbnail and audio is running in background,3,positivo
the brightness doesnt reduce while watching it on phone the screen is still so bright compared to my home screen,2,contento
love netflix because i can watch the movie or tv show or sport entertainment stuff like wwe without commercial and so many commercial they are reasonable in price not great,5,contento
very easy to install,5,positivo
it would be awsome if i could you know sign in to my account the account thats paid for with money but it keep saying the password is wrong when i know for a fact it not my email not wrong either i can sign into literally any other device,2,negativo
not letting me use app when im not connected to my home wifi network all of a sudden,1,neutral
su sitema de cuentas e dificil de manejar acabo de reiniciar el password y que otra vez el password e invalido,1,neutral
unable to register verification code off the screen no scrolling up or down to enter it,1,negativo
why should i pay more to use the chromecasts that i already bought to be able to stream in youtube on a smart t v or on non smart tv i pay for your service to be able to see a movie i should be able to choose wire and,1,contento
stop taking good show and movie off and shame on u for cancelling anne with an e,3,negativo
archive 81 no ending like many other show stop making show without ending lower your price or give u quality get your grip netflix,1,insatisfecho
best movie app ever,5,contento
